Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
BIDU,BAIDU ADS REPTG INC CLASS A,Communication,Equity,"33,347,760.82",0.13,"33,347,760.82","215,578.00",154.69,China,NASDAQ,USD,1,USD,-
86790,HANA FINANCIAL GROUP INC,Financials,Equity,"33,281,441.51",0.13,"33,281,441.51","1,175,477.00",28.31,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
TATASTEEL,TATA STEEL LTD,Materials,Equity,"33,105,404.71",0.13,"33,105,404.71","2,912,402.00",11.37,India,National Stock Exchange Of India,USD,79.18,INR,-
1326,FORMOSA CHEMICALS & FIBRE CORP,Materials,Equity,"33,013,317.55",0.13,"33,013,317.55","13,915,090.00",2.37,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
3711,ASE TECHNOLOGY HOLDING LTD,Information Technology,Equity,"32,901,879.40",0.13,"32,901,879.40","13,143,110.00",2.5,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
AOT.R,AIRPORTS OF THAILAND NON-VOTING DR,Industrials,Equity,"32,692,602.71",0.13,"32,692,602.71","16,584,900.00",1.97,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
6098,COUNTRY GARDEN SERVICES HOLDINGS L,Real Estate,Equity,"32,586,948.35",0.13,"32,586,948.35","7,992,000.00",4.08,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
GFI,GOLD FIELDS LTD,Materials,Equity,"32,584,596.96",0.13,"32,584,596.96","3,546,612.00",9.19,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
6690,HAIER SMART HOME CLASS H LTD H,Consumer Discretionary,Equity,"32,036,230.66",0.12,"32,036,230.66","8,947,400.00",3.58,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
ADANIENT,ADANI ENTERPRISES LTD,Industrials,Equity,"32,000,554.65",0.12,"32,000,554.65","1,114,050.00",28.72,India,National Stock Exchange Of India,USD,79.18,INR,-
960,LONGFOR GROUP HOLDINGS LTD,Real Estate,Equity,"31,848,726.75",0.12,"31,848,726.75","7,266,000.00",4.38,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
ASII,ASTRA INTERNATIONAL,Consumer Discretionary,Equity,"31,824,088.42",0.12,"31,824,088.42","80,207,400.00",0.4,Indonesia,Indonesia Stock Exchange,USD,"14,996.00",IDR,-
DMART,AVENUE SUPERMARTS LTD,Consumer Staples,Equity,"31,506,134.52",0.12,"31,506,134.52","647,772.00",48.64,India,National Stock Exchange Of India,USD,79.18,INR,-
SCC.R,SIAM CEMENT NON-VOTING DR PCL,Materials,Equity,"31,337,031.40",0.12,"31,337,031.40","2,996,500.00",10.46,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
66570,LG ELECTRONICS INC,Consumer Discretionary,Equity,"30,883,083.36",0.12,"30,883,083.36","418,564.00",73.78,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
RENT3,LOCALIZA RENT A CAR SA,Industrials,Equity,"30,784,575.60",0.12,"30,784,575.60","2,933,880.00",10.49,Brazil,XBSP,USD,5.34,BRL,-
HTHT,HUAZHU GROUP ADR REPRESENTING LTD,Consumer Discretionary,Equity,"30,563,206.52",0.12,"30,563,206.52","773,948.00",39.49,China,NASDAQ,USD,1,USD,-
1050,BANQUE SAUDI FRANSI,Financials,Equity,"30,533,384.10",0.12,"30,533,384.10","2,373,133.00",12.87,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
2020,SABIC AGRI-NUTRIENTS,Materials,Equity,"30,443,678.74",0.12,"30,443,678.74","859,290.00",35.43,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
968,XINYI SOLAR HOLDINGS LTD,Information Technology,Equity,"30,424,974.36",0.12,"30,424,974.36","19,604,000.00",1.55,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
NESTLEIND,NESTLE INDIA LTD,Consumer Staples,Equity,"30,345,856.19",0.12,"30,345,856.19","131,979.00",229.93,India,National Stock Exchange Of India,USD,79.18,INR,-
CIMB,CIMB GROUP HOLDINGS,Financials,Equity,"30,334,698.74",0.12,"30,334,698.74","26,389,400.00",1.15,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
BDMS.R,BANGKOK DUSIT MEDICAL SERVICES NON,Health Care,Equity,"30,313,755.71",0.12,"30,313,755.71","40,960,400.00",0.74,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
600036,CHINA MERCHANTS BANK LTD A,Financials,Equity,"30,163,187.41",0.12,"30,163,187.41","5,084,489.00",5.93,China,Shanghai Stock Exchange,USD,6.71,CNY,-
ADANIGREEN,ADANI GREEN ENERGY LTD,Utilities,Equity,"30,066,247.34",0.12,"30,066,247.34","1,246,548.00",24.12,India,National Stock Exchange Of India,USD,79.18,INR,-
2603,EVERGREEN MARINE CORP (TAIWAN) LTD,Industrials,Equity,"29,960,510.20",0.12,"29,960,510.20","10,099,810.00",2.97,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
ABG,ABSA GROUP LTD,Financials,Equity,"29,734,732.84",0.11,"29,734,732.84","3,192,055.00",9.32,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
TECHM,TECH MAHINDRA LTD,Information Technology,Equity,"29,687,221.56",0.11,"29,687,221.56","2,302,741.00",12.89,India,National Stock Exchange Of India,USD,79.18,INR,-
1101,TAIWAN CEMENT CORP,Materials,Equity,"29,557,421.22",0.11,"29,557,421.22","21,535,725.00",1.37,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
ULTRACEMCO,ULTRATECH CEMENT LTD,Materials,Equity,"29,366,868.53",0.11,"29,366,868.53","398,222.00",73.74,India,National Stock Exchange Of India,USD,79.18,INR,-
96770,SK INNOVATION LTD,Energy,Equity,"29,152,558.95",0.11,"29,152,558.95","220,939.00",131.95,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
SMPH,SM PRIME HOLDINGS INC,Real Estate,Equity,"29,132,360.53",0.11,"29,132,360.53","43,843,225.00",0.66,Philippines,Philippine Stock Exchange Inc.,USD,56.06,PHP,-
28260,SAMSUNG C&T CORP,Industrials,Equity,"28,982,705.14",0.11,"28,982,705.14","328,998.00",88.09,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2328,PICC PROPERTY AND CASUALTY LTD H,Financials,Equity,"28,977,762.55",0.11,"28,977,762.55","27,301,192.00",1.06,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
WIPRO,WIPRO LTD,Information Technology,Equity,"28,470,429.41",0.11,"28,470,429.41","5,356,896.00",5.31,India,National Stock Exchange Of India,USD,79.18,INR,-
ITSA4,ITAUSA INVESTIMENTOS ITAU PREF SA,Financials,Equity,"28,391,996.23",0.11,"28,391,996.23","18,168,835.00",1.56,Brazil,XBSP,USD,5.34,BRL,-
2357,ASUSTEK COMPUTER INC,Information Technology,Equity,"28,107,812.75",0.11,"28,107,812.75","2,768,968.00",10.15,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
SSW,SIBANYE STILLWATER LTD,Materials,Equity,"28,013,984.62",0.11,"28,013,984.62","11,116,371.00",2.52,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
1177,SINO BIOPHARMACEUTICAL LTD,Health Care,Equity,"27,853,162.57",0.11,"27,853,162.57","41,478,750.00",0.67,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
NTPC,NTPC LTD,Utilities,Equity,"27,779,503.52",0.11,"27,779,503.52","15,660,213.00",1.77,India,National Stock Exchange Of India,USD,79.18,INR,-
CEZ,CEZ,Utilities,Equity,"27,528,319.28",0.11,"27,528,319.28","664,311.00",41.44,Czech Republic,Prague Stock Exchange,USD,24.35,CZK,-
SUZB3,SUZANO SA,Materials,Equity,"27,238,641.94",0.11,"27,238,641.94","2,967,394.00",9.18,Brazil,XBSP,USD,5.34,BRL,-
2382,QUANTA COMPUTER INC,Information Technology,Equity,"27,145,805.37",0.1,"27,145,805.37","10,438,000.00",2.6,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
858,WULIANGYE YIBIN LTD A,Consumer Staples,Equity,"26,915,757.19",0.1,"26,915,757.19","941,328.00",28.59,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
ADVANC.R,ADVANCED INFO SERVICE NON-VOTING D,Communication,Equity,"26,911,744.36",0.1,"26,911,744.36","4,745,000.00",5.67,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
6415,SILERGY CORP,Information Technology,Equity,"26,851,342.28",0.1,"26,851,342.28","322,000.00",83.39,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
2883,CHINA DEVELOPMENT FINANCIAL HOLDIN,Financials,Equity,"26,843,942.46",0.1,"26,843,942.46","62,011,588.00",0.43,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
916,CHINA LONGYUAN POWER GROUP CORP LT,Utilities,Equity,"26,757,222.49",0.1,"26,757,222.49","13,513,000.00",1.98,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
33780,KT&G CORP,Consumer Staples,Equity,"26,458,175.65",0.1,"26,458,175.65","426,134.00",62.09,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
3037,UNIMICRON TECHNOLOGY CORP,Information Technology,Equity,"26,347,667.79",0.1,"26,347,667.79","5,017,000.00",5.25,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
992,LENOVO GROUP LTD,Information Technology,Equity,"26,342,225.14",0.1,"26,342,225.14","28,914,000.00",0.91,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Financials,Equity,"26,087,257.66",0.1,"26,087,257.66","3,724,290.00",7,India,National Stock Exchange Of India,USD,79.18,INR,-
2880,HUA NAN FINANCIAL HOLDINGS LTD,Financials,Equity,"26,062,510.72",0.1,"26,062,510.72","35,143,114.00",0.74,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
2899,ZIJIN MINING GROUP LTD H,Materials,Equity,"25,717,410.06",0.1,"25,717,410.06","22,376,000.00",1.15,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
IQCD,INDUSTRIES QATAR,Industrials,Equity,"25,584,069.58",0.1,"25,584,069.58","6,050,051.00",4.23,Qatar,Qatar Exchange,USD,3.64,QAR,-
2207,HOTAI MOTOR LTD,Consumer Discretionary,Equity,"25,466,577.18",0.1,"25,466,577.18","1,228,000.00",20.74,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
SBILIFE,SBI LIFE INSURANCE COMPANY LTD,Financials,Equity,"25,420,515.85",0.1,"25,420,515.85","1,789,704.00",14.2,India,National Stock Exchange Of India,USD,79.18,INR,-
2885,YUANTA FINANCIAL HOLDING LTD,Financials,Equity,"25,062,276.95",0.1,"25,062,276.95","37,624,980.00",0.67,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
ADCB,ABU DHABI COMMERCIAL BANK,Financials,Equity,"25,008,969.16",0.1,"25,008,969.16","11,188,696.00",2.24,United Arab Emirates,Abu Dhabi Securities Exchange,USD,3.67,AED,-
BID,BID CORPORATION LTD,Consumer Staples,Equity,"24,993,406.19",0.1,"24,993,406.19","1,338,362.00",18.67,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
DRREDDY,DR REDDYS LABORATORIES LTD,Health Care,Equity,"24,887,626.01",0.1,"24,887,626.01","454,406.00",54.77,India,National Stock Exchange Of India,USD,79.18,INR,-
3008,LARGAN PRECISION LTD,Information Technology,Equity,"24,856,375.84",0.1,"24,856,375.84","394,000.00",63.09,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
HINDALCO,HINDALCO INDUSTRIES LTD,Materials,Equity,"24,845,170.58",0.1,"24,845,170.58","5,439,368.00",4.57,India,National Stock Exchange Of India,USD,79.18,INR,-
3045,TAIWAN MOBILE LTD,Communication,Equity,"24,824,053.69",0.1,"24,824,053.69","6,849,600.00",3.62,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
267,CITIC LTD,Industrials,Equity,"24,566,624.83",0.09,"24,566,624.83","23,455,000.00",1.05,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
SHP,SHOPRITE HOLDINGS LTD,Consumer Staples,Equity,"24,504,340.64",0.09,"24,504,340.64","2,014,183.00",12.17,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
ANG,ANGLOGOLD ASHANTI LTD,Materials,Equity,"24,411,260.65",0.09,"24,411,260.65","1,657,570.00",14.73,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
5876,SHANGHAI COMMERCIAL LTD,Financials,Equity,"24,371,875.99",0.09,"24,371,875.99","14,613,318.00",1.67,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
268,KINGDEE INT L SOFTWARE GROUP LTD,Information Technology,Equity,"24,337,204.78",0.09,"24,337,204.78","10,460,000.00",2.33,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
373220,LG ENERGY SOLUTION LTD,Industrials,Equity,"24,291,077.90",0.09,"24,291,077.90","84,531.00",287.36,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
EMIRATESNBD,EMIRATES NBD,Financials,Equity,"24,171,170.62",0.09,"24,171,170.62","7,492,145.00",3.23,United Arab Emirates,Dubai Financial Market,USD,3.67,AED,-
DIVISLAB,DIVIS LABORATORIES LTD,Health Care,Equity,"24,123,592.70",0.09,"24,123,592.70","522,376.00",46.18,India,National Stock Exchange Of India,USD,79.18,INR,-
PTTEP.R,PTT EXPLORATION AND PRODUCTION NON,Energy,Equity,"24,115,760.23",0.09,"24,115,760.23","5,569,739.00",4.33,Thailand,Stock Exchange Of Thailand,USD,36.15,THB,-
2601,CHINA PACIFIC INSURANCE (GROUP) LT,Financials,Equity,"23,947,307.17",0.09,"23,947,307.17","10,082,600.00",2.38,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
MARK,MASRAF AL RAYAN,Financials,Equity,"23,464,012.47",0.09,"23,464,012.47","21,416,057.00",1.1,Qatar,Qatar Exchange,USD,3.64,QAR,-
CEMEXCPO,CEMEX CPO,Materials,Equity,"23,432,511.58",0.09,"23,432,511.58","60,174,573.00",0.39,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
34730,SK INC,Industrials,Equity,"23,431,866.13",0.09,"23,431,866.13","146,421.00",160.03,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2594,BYD LTD A,Consumer Discretionary,Equity,"23,376,053.45",0.09,"23,376,053.45","448,312.00",52.14,China,Shenzhen Stock Exchange,USD,6.71,CNY,-
2890,SINOPAC FINANCIAL HOLDINGS LTD,Financials,Equity,"23,224,013.55",0.09,"23,224,013.55","42,458,626.00",0.55,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
2333,GREAT WALL MOTOR LTD H,Consumer Discretionary,Equity,"23,178,652.02",0.09,"23,178,652.02","12,111,000.00",1.91,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
34020,DOOSAN ENERBILITY LTD,Industrials,Equity,"23,086,684.05",0.09,"23,086,684.05","1,604,648.00",14.39,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
BAJAJFINSV,BAJAJ FINSERV LTD,Financials,Equity,"22,968,787.24",0.09,"22,968,787.24","151,962.00",151.15,India,National Stock Exchange Of India,USD,79.18,INR,-
1658,POSTAL SAVINGS BANK OF CHINA LTD H,Financials,Equity,"22,836,304.56",0.09,"22,836,304.56","31,007,000.00",0.74,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
788,CHINA TOWER CORP LTD H,Communication,Equity,"22,732,806.24",0.09,"22,732,806.24","174,910,000.00",0.13,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
CIPLA,CIPLA LTD,Health Care,Equity,"22,610,863.63",0.09,"22,610,863.63","1,914,187.00",11.81,India,National Stock Exchange Of India,USD,79.18,INR,-
NED,NEDBANK GROUP LTD,Financials,Equity,"22,600,791.90",0.09,"22,600,791.90","1,816,987.00",12.44,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
HAPV3,HAPVIDA PARTICIPACOES E INVESTIMEN,Health Care,Equity,"22,517,204.27",0.09,"22,517,204.27","18,125,840.00",1.24,Brazil,XBSP,USD,5.34,BRL,-
9150,SAMSUNG ELECTRO MECHANICS LTD,Information Technology,Equity,"22,493,838.43",0.09,"22,493,838.43","218,999.00",102.71,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
168,TSINGTAO BREWERY LTD H,Consumer Staples,Equity,"22,419,505.48",0.09,"22,419,505.48","2,332,000.00",9.61,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
EMAAR,EMAAR PROPERTIES,Real Estate,Equity,"22,343,600.50",0.09,"22,343,600.50","15,966,763.00",1.4,United Arab Emirates,Dubai Financial Market,USD,3.67,AED,-
3550,LG CORP,Industrials,Equity,"22,328,214.81",0.09,"22,328,214.81","368,756.00",60.55,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
2887,TAISHIN FINANCIAL HOLDING LTD,Financials,Equity,"21,844,395.20",0.08,"21,844,395.20","41,462,610.00",0.53,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
SLM,SANLAM LIMITED LTD,Financials,Equity,"21,826,721.34",0.08,"21,826,721.34","7,016,330.00",3.11,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
6969,SMOORE INTERNATIONAL HOLDINGS LTD,Consumer Staples,Equity,"21,788,852.01",0.08,"21,788,852.01","7,200,000.00",3.03,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
TATACONSUM,TATA CONSUMER PRODUCTS LTD,Consumer Staples,Equity,"21,511,784.21",0.08,"21,511,784.21","2,256,372.00",9.53,India,National Stock Exchange Of India,USD,79.18,INR,-
3034,NOVATEK MICROELECTRONICS CORP,Information Technology,Equity,"21,375,184.56",0.08,"21,375,184.56","2,279,000.00",9.38,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
1140,BANK ALBILAD,Financials,Equity,"21,183,759.51",0.08,"21,183,759.51","1,944,348.00",10.9,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
JSWSTEEL,JSW STEEL LTD,Materials,Equity,"21,142,188.42",0.08,"21,142,188.42","2,913,260.00",7.26,India,National Stock Exchange Of India,USD,79.18,INR,-
BBAS3,BANCO DO BRASIL SA,Financials,Equity,"21,083,840.13",0.08,"21,083,840.13","3,396,452.00",6.21,Brazil,XBSP,USD,5.34,BRL,-
BEKE,KE HOLDINGS ADR REPRESENTING INC,Real Estate,Equity,"21,066,581.20",0.08,"21,066,581.20","1,248,760.00",16.87,China,New York Stock Exchange Inc.,USD,1,USD,-
5110,SAUDI ELECTRICITY,Utilities,Equity,"21,017,942.53",0.08,"21,017,942.53","3,295,796.00",6.38,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
2912,PRESIDENT CHAIN STORE CORP,Consumer Staples,Equity,"20,728,221.48",0.08,"20,728,221.48","2,234,000.00",9.28,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
BRITANNIA,BRITANNIA INDUSTRIES LTD,Consumer Staples,Equity,"20,582,628.70",0.08,"20,582,628.70","427,703.00",48.12,India,National Stock Exchange Of India,USD,79.18,INR,-
GGBR4,GERDAU PREF SA,Materials,Equity,"20,507,710.70",0.08,"20,507,710.70","4,657,432.00",4.4,Brazil,XBSP,USD,5.34,BRL,-
914,ANHUI CONCH CEMENT LTD H,Materials,Equity,"20,458,104.24",0.08,"20,458,104.24","4,701,500.00",4.35,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
11200,HMM LTD,Industrials,Equity,"20,429,361.34",0.08,"20,429,361.34","1,070,688.00",19.08,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
3328,BANK OF COMMUNICATIONS LTD H,Financials,Equity,"20,429,253.89",0.08,"20,429,253.89","33,332,600.00",0.61,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
600900,CHINA YANGTZE POWER LTD A,Utilities,Equity,"20,342,532.82",0.08,"20,342,532.82","5,655,815.00",3.6,China,Shanghai Stock Exchange,USD,6.71,CNY,-
GAPB,GRUPO AEROPORTUARIO DEL PACIFICO,Industrials,Equity,"20,163,802.77",0.08,"20,163,802.77","1,445,700.00",13.95,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
EICHERMOT,EICHER MOTORS LTD,Consumer Discretionary,Equity,"20,140,984.90",0.08,"20,140,984.90","541,637.00",37.19,India,National Stock Exchange Of India,USD,79.18,INR,-
2379,REALTEK SEMICONDUCTOR CORP,Information Technology,Equity,"20,083,252.89",0.08,"20,083,252.89","1,824,637.00",11.01,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
BPAC11,BCO BTG PACTUAL UNT SA,Financials,Equity,"19,975,868.71",0.08,"19,975,868.71","4,698,599.00",4.25,Brazil,XBSP,USD,5.34,BRL,-
APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD,Health Care,Equity,"19,913,930.35",0.08,"19,913,930.35","402,710.00",49.45,India,National Stock Exchange Of India,USD,79.18,INR,-
VOD,VODACOM GROUP LTD,Communication,Equity,"19,893,329.66",0.08,"19,893,329.66","2,466,246.00",8.07,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
8069,E INK HOLDINGS INC,Information Technology,Equity,"19,883,758.39",0.08,"19,883,758.39","3,527,000.00",5.64,Taiwan,Gretai Securities Market,USD,29.8,TWD,-
51900,LG H & H LTD,Consumer Staples,Equity,"19,783,454.51",0.08,"19,783,454.51","35,963.00",550.11,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
1801,INNOVENT BIOLOGICS INC,Health Care,Equity,"19,630,067.34",0.08,"19,630,067.34","4,081,000.00",4.81,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
1548,GENSCRIPT BIOTECH CORP,Health Care,Equity,"19,554,730.16",0.08,"19,554,730.16","4,686,000.00",4.17,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
JBSS3,JBS SA,Consumer Staples,Equity,"19,518,005.40",0.08,"19,518,005.40","3,286,044.00",5.94,Brazil,XBSP,USD,5.34,BRL,-
2359,WUXI APPTEC LTD H,Health Care,Equity,"19,479,801.73",0.08,"19,479,801.73","1,324,770.00",14.7,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
2609,YANG MING MARINE TRANSPORT CORP,Industrials,Equity,"19,440,322.15",0.07,"19,440,322.15","6,963,000.00",2.79,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
LU,LUFAX HLDG AMERICAN DEPOSITARY SH,Financials,Equity,"19,280,632.32",0.07,"19,280,632.32","3,347,332.00",5.76,China,New York Stock Exchange Inc.,USD,1,USD,-
1080,ARAB NATIONAL BANK,Financials,Equity,"19,211,148.11",0.07,"19,211,148.11","2,403,955.00",7.99,Saudi Arabia,Saudi Stock Exchange,USD,3.75,SAR,-
601318,PING AN INSURANCE (GROUP) OF CHINA,Financials,Equity,"19,173,600.49",0.07,"19,173,600.49","2,817,384.00",6.81,China,Shanghai Stock Exchange,USD,6.71,CNY,-
91990,CELLTRION HEALTHCARE LTD,Health Care,Equity,"19,113,590.15",0.07,"19,113,590.15","339,848.00",56.24,Korea (South),Korea Exchange (Kosdaq),USD,"1,299.75",KRW,-
PKO,POWSZECHNA KASA OSZCZEDNOSCI BANK,Financials,Equity,"19,014,353.33",0.07,"19,014,353.33","3,387,868.00",5.61,Poland,Warsaw Stock Exchange/Equities/Main Market,USD,4.7,PLN,-
1590,AIRTAC INTERNATIONAL GROUP,Industrials,Equity,"18,982,663.42",0.07,"18,982,663.42","568,526.00",33.39,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
VIPS,VIPSHOP HOLDINGS SPONSORED ADS REP,Consumer Discretionary,Equity,"18,961,065.63",0.07,"18,961,065.63","1,800,671.00",10.53,China,New York Stock Exchange Inc.,USD,1,USD,-
4904,FAR EASTONE TELECOMMUNICATIONS LTD,Communication,Equity,"18,881,979.87",0.07,"18,881,979.87","6,490,000.00",2.91,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
36570,NCSOFT CORP,Communication,Equity,"18,829,362.57",0.07,"18,829,362.57","65,089.00",289.29,Korea (South),Korea Exchange (Stock Market),USD,"1,299.75",KRW,-
BIMBOA,GRUPO BIMBO A,Consumer Staples,Equity,"18,712,328.99",0.07,"18,712,328.99","5,537,700.00",3.38,Mexico,Bolsa Mexicana De Valores,USD,20.62,MXN,-
384,CHINA GAS HOLDINGS LTD,Utilities,Equity,"18,696,309.02",0.07,"18,696,309.02","12,106,400.00",1.54,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
GRASIM,GRASIM INDUSTRIES LTD,Materials,Equity,"18,646,821.77",0.07,"18,646,821.77","1,073,852.00",17.36,India,National Stock Exchange Of India,USD,79.18,INR,-
PCHEM,PETRONAS CHEMICALS GROUP,Materials,Equity,"18,409,777.78",0.07,"18,409,777.78","9,774,400.00",1.88,Malaysia,Bursa Malaysia,USD,4.43,MYR,-
AMS,ANGLO AMERICAN PLATINUM LTD,Materials,Equity,"18,374,879.93",0.07,"18,374,879.93","214,087.00",85.83,South Africa,Johannesburg Stock Exchange,USD,16.76,ZAR,-
2395,ADVANTECH LTD,Information Technology,Equity,"18,347,198.41",0.07,"18,347,198.41","1,669,455.00",10.99,Taiwan,Taiwan Stock Exchange,USD,29.8,TWD,-
1919,COSCO SHIPPING HOLDINGS LTD H,Industrials,Equity,"18,338,163.69",0.07,"18,338,163.69","12,602,349.00",1.46,China,Hong Kong Exchanges And Clearing Ltd,USD,7.85,HKD,-
LREN3,LOJAS RENNER SA,Consumer Discretionary,Equity,"18,267,160.20",0.07,"18,267,160.20","3,939,064.00",4.64,Brazil,XBSP,USD,5.34,BRL,-
