iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 10, 2022"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"191,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CSX","CSX CORP","Industrials","Equity","22,744,337.43","0.13","22,744,337.43","651,887.00","34.89","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","22,680,773.10","0.13","22,680,773.10","194,085.00","116.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMC","MARSH & MCLENNAN INC","Financials","Equity","22,536,258.36","0.13","22,536,258.36","148,764.00","151.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CI","CIGNA CORP","Health Care","Equity","22,495,340.56","0.12","22,495,340.56","98,036.00","229.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","22,478,196.20","0.12","22,478,196.20","389,908.00","57.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMO","BANK OF MONTREAL","Financials","Equity","22,371,687.46","0.12","22,371,687.46","195,001.00","114.73","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"CCI","CROWN CASTLE INTERNATIONAL REIT CO","Real Estate","Equity","22,349,983.22","0.12","22,349,983.22","126,866.00","176.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8306","MITSUBISHI UFJ FINANCIAL GROUP INC","Financials","Equity","22,190,359.33","0.12","22,190,359.33","3,675,100.00","6.04","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"BAM.A","BROOKFIELD ASSET MANAGEMENT INC CL","Financials","Equity","22,171,804.97","0.12","22,171,804.97","411,608.00","53.87","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"TMUS","T MOBILE US INC","Communication","Equity","22,104,394.50","0.12","22,104,394.50","178,925.00","123.54","United States","NASDAQ","USD","1.00","USD","-"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","22,099,900.53","0.12","22,099,900.53","1,147,162.00","19.26","Brazil","XBSP","USD","5.05","BRL","-"
"AI","LAIR LIQUIDE SOCIETE ANONYME POUR","Materials","Equity","22,097,415.71","0.12","22,097,415.71","141,271.00","156.42","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"TJX","TJX INC","Consumer Discretionary","Equity","21,952,173.10","0.12","21,952,173.10","353,782.00","62.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"3690","MEITUAN","Consumer Discretionary","Equity","21,930,654.77","0.12","21,930,654.77","1,189,700.00","18.43","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","21,778,113.16","0.12","21,778,113.16","84,503.00","257.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","21,676,424.48","0.12","21,676,424.48","167,308.00","129.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","21,460,039.18","0.12","21,460,039.18","356,649.00","60.17","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"SO","SOUTHERN","Utilities","Equity","21,401,791.74","0.12","21,401,791.74","311,934.00","68.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CP","CANADIAN PACIFIC RAILWAY LTD","Industrials","Equity","21,348,635.60","0.12","21,348,635.60","274,392.00","77.80","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","20,934,766.32","0.12","20,934,766.32","438,792.00","47.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","20,893,809.97","0.12","20,893,809.97","37,169.00","562.13","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","20,757,146.13","0.12","20,757,146.13","41,759.00","497.07","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","20,635,895.70","0.11","20,635,895.70","389,430.00","52.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","20,634,347.52","0.11","20,634,347.52","356,256.00","57.92","United States","NASDAQ","USD","1.00","USD","-"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","20,306,751.46","0.11","20,306,751.46","920,059.00","22.07","Australia","Asx - All Markets","USD","1.36","AUD","-"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","20,031,485.85","0.11","20,031,485.85","27,882,260.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","19,991,444.04","0.11","19,991,444.04","44,964.00","444.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","19,670,030.10","0.11","19,670,030.10","186,093.00","105.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","19,665,971.28","0.11","19,665,971.28","31,198.00","630.36","United States","NASDAQ","USD","1.00","USD","-"
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","19,654,738.80","0.11","19,654,738.80","44,191.00","444.77","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","19,640,926.14","0.11","19,640,926.14","42,000.00","467.64","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"GLEN","GLENCORE PLC","Materials","Equity","19,578,830.75","0.11","19,578,830.75","2,994,624.00","6.54","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","19,450,000.00","0.11","19,450,000.00","19,450,000.00","1.00","United States","-","USD","1.00","USD","-"
"AIR","AIRBUS GROUP","Industrials","Equity","19,439,028.84","0.11","19,439,028.84","176,793.00","109.95","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","19,287,528.75","0.11","19,287,528.75","71,475.00","269.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","19,145,193.80","0.11","19,145,193.80","71,678.00","267.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","18,987,927.00","0.11","18,987,927.00","92,085.00","206.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","18,922,218.84","0.10","18,922,218.84","157,843.00","119.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","18,736,182.40","0.10","18,736,182.40","123,712.00","151.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","18,659,006.88","0.10","18,659,006.88","68,258.00","273.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","18,633,911.20","0.10","18,633,911.20","63,467.00","293.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","18,603,495.26","0.10","18,603,495.26","1,139,222.00","16.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","18,539,448.16","0.10","18,539,448.16","26,242.00","706.48","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","18,526,187.92","0.10","18,526,187.92","225,352.00","82.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","18,345,309.97","0.10","18,345,309.97","75,829.00","241.93","United States","NASDAQ","USD","1.00","USD","-"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","18,328,041.40","0.10","18,328,041.40","155,236.00","118.07","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"IBE","IBERDROLA SA","Utilities","Equity","18,246,604.82","0.10","18,246,604.82","1,712,510.00","10.65","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","18,227,652.48","0.10","18,227,652.48","174,144.00","104.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATVI","ACTIVISION BLIZZARD INC","Communication","Equity","18,163,678.40","0.10","18,163,678.40","224,798.00","80.80","United States","NASDAQ","USD","1.00","USD","-"
"9618","JD.COM CLASS A INC","Consumer Discretionary","Equity","18,118,949.71","0.10","18,118,949.71","597,040.00","30.35","China","Hong Kong Exchanges And Clearing Ltd","USD","7.82","HKD","-"
"SHOP","SHOPIFY SUBORDINATE VOTING INC CLA","Information Technology","Equity","18,114,871.04","0.10","18,114,871.04","32,749.00","553.14","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"NEM","NEWMONT","Materials","Equity","17,981,355.84","0.10","17,981,355.84","232,678.00","77.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","17,688,618.94","0.10","17,688,618.94","423,781.00","41.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BNP","BNP PARIBAS SA","Financials","Equity","17,585,144.04","0.10","17,585,144.04","323,430.00","54.37","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"UBSG","UBS GROUP AG","Financials","Equity","17,482,545.11","0.10","17,482,545.11","1,048,444.00","16.67","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"NTR","NUTRIEN LTD","Materials","Equity","17,455,602.99","0.10","17,455,602.99","171,438.00","101.82","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","17,455,174.00","0.10","17,455,174.00","73,480.00","237.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","17,437,599.20","0.10","17,437,599.20","401,788.00","43.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","17,426,243.80","0.10","17,426,243.80","47,140.00","369.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","17,117,737.47","0.09","17,117,737.47","1,026,904.00","16.67","Australia","Asx - All Markets","USD","1.36","AUD","-"
"BAYN","BAYER AG","Health Care","Equity","17,071,693.89","0.09","17,071,693.89","288,147.00","59.25","Germany","Xetra","USD","0.91","EUR","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","16,973,713.14","0.09","16,973,713.14","179,161.00","94.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","16,874,348.40","0.09","16,874,348.40","113,862.00","148.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DEUTSCHE TELEKOM N AG","Communication","Equity","16,839,678.98","0.09","16,839,678.98","967,652.00","17.40","Germany","Xetra","USD","0.91","EUR","-"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","16,650,322.48","0.09","16,650,322.48","133,649.00","124.58","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"ABBN","ABB LTD","Industrials","Equity","16,491,450.14","0.09","16,491,450.14","501,969.00","32.85","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"FISV","FISERV INC","Information Technology","Equity","16,369,130.80","0.09","16,369,130.80","172,216.00","95.05","United States","NASDAQ","USD","1.00","USD","-"
"MBG","MERCEDES-BENZ GROUP N AG","Consumer Discretionary","Equity","16,312,367.83","0.09","16,312,367.83","250,542.00","65.11","Germany","Xetra","USD","0.91","EUR","-"
"6098","RECRUIT HOLDINGS LTD","Industrials","Equity","16,246,380.37","0.09","16,246,380.37","389,500.00","41.71","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","16,199,288.35","0.09","16,199,288.35","323,138.00","50.13","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"HUM","HUMANA INC","Health Care","Equity","16,084,039.60","0.09","16,084,039.60","37,292.00","431.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","16,058,283.15","0.09","16,058,283.15","29,099.00","551.85","United States","NASDAQ","USD","1.00","USD","-"
"REL","RELX PLC","Industrials","Equity","16,010,249.02","0.09","16,010,249.02","578,512.00","27.67","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","15,974,435.10","0.09","15,974,435.10","122,635.00","130.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","15,907,390.76","0.09","15,907,390.76","273,652.00","58.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"000660","SK HYNIX INC","Information Technology","Equity","15,833,356.40","0.09","15,833,356.40","162,061.00","97.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,228.25","KRW","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","15,810,762.60","0.09","15,810,762.60","377,796.00","41.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","15,711,025.50","0.09","15,711,025.50","240,782.00","65.25","United States","NASDAQ","USD","1.00","USD","-"
"7974","NINTENDO LTD","Communication","Equity","15,614,538.87","0.09","15,614,538.87","30,900.00","505.32","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"BAS","BASF N","Materials","Equity","15,581,300.95","0.09","15,581,300.95","265,759.00","58.63","Germany","Xetra","USD","0.91","EUR","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","15,538,741.92","0.09","15,538,741.92","210,438.00","73.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","15,528,971.04","0.09","15,528,971.04","70,818.00","219.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Information Technology","Equity","15,526,651.76","0.09","15,526,651.76","171,736.00","90.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRP","TC ENERGY CORP","Energy","Equity","15,511,970.33","0.09","15,511,970.33","276,681.00","56.06","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"4063","SHIN ETSU CHEMICAL LTD","Materials","Equity","15,505,324.88","0.09","15,505,324.88","101,300.00","153.06","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"MCO","MOODYS CORP","Financials","Equity","15,450,684.00","0.09","15,450,684.00","49,206.00","314.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRX","PROSUS NV","Consumer Discretionary","Equity","15,409,754.46","0.09","15,409,754.46","272,672.00","56.51","Netherlands","Euronext Amsterdam","USD","0.91","EUR","-"
"RKT","RECKITT BENCKISER GROUP PLC","Consumer Staples","Equity","15,344,237.59","0.09","15,344,237.59","203,761.00","75.31","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"HDFC","HOUSING DEVELOPMENT FINANCE CORPOR","Financials","Equity","15,240,379.38","0.08","15,240,379.38","519,635.00","29.33","India","National Stock Exchange Of India","USD","76.31","INR","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","15,224,760.00","0.08","15,224,760.00","59,940.00","254.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SQ","BLOCK INC CLASS A","Information Technology","Equity","15,158,296.71","0.08","15,158,296.71","139,233.00","108.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAN","BANCO SANTANDER SA","Financials","Equity","15,140,694.74","0.08","15,140,694.74","4,816,389.00","3.14","Spain","Bolsa De Madrid","USD","0.91","EUR","-"
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING","Financials","Equity","15,095,724.86","0.08","15,095,724.86","795,960.00","18.97","Australia","Asx - All Markets","USD","1.36","AUD","Jan 01, 1998"
"KLAC","KLA CORP","Information Technology","Equity","15,093,762.53","0.08","15,093,762.53","45,907.00","328.79","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","15,007,993.19","0.08","15,007,993.19","192,583.00","77.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PXD","PIONEER NATURAL RESOURCE","Energy","Equity","14,939,496.75","0.08","14,939,496.75","62,837.00","237.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LONN","LONZA GROUP AG","Health Care","Equity","14,881,199.20","0.08","14,881,199.20","22,873.00","650.60","Switzerland","SIX Swiss Exchange","USD","0.93","CHF","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","14,876,385.28","0.08","14,876,385.28","63,164.00","235.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9433","KDDI CORP","Communication","Equity","14,737,226.75","0.08","14,737,226.75","447,500.00","32.93","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"2454","MEDIATEK INC","Information Technology","Equity","14,671,064.24","0.08","14,671,064.24","418,000.00","35.10","Taiwan","Taiwan Stock Exchange","USD","28.35","TWD","Jul 23, 2001"
"DG","VINCI SA","Industrials","Equity","14,660,178.38","0.08","14,660,178.38","151,452.00","96.80","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"ENEL","ENEL","Utilities","Equity","14,631,550.01","0.08","14,631,550.01","2,313,831.00","6.32","Italy","Borsa Italiana","USD","0.91","EUR","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","14,600,312.40","0.08","14,600,312.40","64,149.00","227.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","14,444,221.96","0.08","14,444,221.96","171,059.00","84.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","14,443,790.50","0.08","14,443,790.50","80,021.00","180.50","United States","NASDAQ","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Discretionary","Equity","14,398,809.60","0.08","14,398,809.60","69,870.00","206.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","14,355,256.30","0.08","14,355,256.30","251,935.00","56.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NG.","NATIONAL GRID PLC","Utilities","Equity","14,343,155.76","0.08","14,343,155.76","963,932.00","14.88","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"SU","SUNCOR ENERGY INC","Energy","Equity","14,252,864.63","0.08","14,252,864.63","450,325.00","31.65","Canada","Toronto Stock Exchange","USD","1.28","CAD","-"
"1120","AL RAJHI BANK","Financials","Equity","14,037,810.64","0.08","14,037,810.64","341,523.00","41.10","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","14,018,283.61","0.08","14,018,283.61","146,039.00","95.99","United States","NASDAQ","USD","1.00","USD","-"
"EL","ESSILORLUXOTTICA SA","Consumer Discretionary","Equity","13,987,068.00","0.08","13,987,068.00","85,841.00","162.94","France","Nyse Euronext - Euronext Paris","USD","0.91","EUR","-"
"DPW","DEUTSCHE POST AG","Industrials","Equity","13,920,358.69","0.08","13,920,358.69","297,682.00","46.76","Germany","Xetra","USD","0.91","EUR","-"
"MRNA","MODERNA INC","Health Care","Equity","13,919,491.84","0.08","13,919,491.84","99,767.00","139.52","United States","NASDAQ","USD","1.00","USD","-"
"9984","SOFTBANK GROUP CORP","Communication","Equity","13,899,159.23","0.08","13,899,159.23","337,200.00","41.22","Japan","Tokyo Stock Exchange","USD","115.97","JPY","-"
"MET","METLIFE INC","Financials","Equity","13,851,182.96","0.08","13,851,182.96","215,482.00","64.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","13,804,835.09","0.08","13,804,835.09","163,739.00","84.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","13,726,679.40","0.08","13,726,679.40","156,590.00","87.66","United States","NASDAQ","USD","1.00","USD","-"
"MQG","MACQUARIE GROUP LTD DEF","Financials","Equity","13,705,891.03","0.08","13,705,891.03","100,347.00","136.58","Australia","Asx - All Markets","USD","1.36","AUD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","13,697,805.68","0.08","13,697,805.68","43,342.00","316.04","United States","NASDAQ","USD","1.00","USD","-"
